id,student_id,date,status,remark,created_at
827,729,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
828,734,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
829,746,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
830,750,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
846,758,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
847,764,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
848,765,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
849,766,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
850,767,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
851,768,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
852,769,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
853,770,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
854,759,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
855,771,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
856,772,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
857,773,2025-10-24,ขาด,,2025-10-24 16:20:10.37856+00
858,774,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
859,775,2025-10-24,ขาด,,2025-10-24 16:20:10.37856+00
860,760,2025-10-24,ขาด,,2025-10-24 16:20:10.37856+00
861,776,2025-10-24,ขาด,,2025-10-24 16:20:10.37856+00
862,777,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
863,778,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
864,779,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
865,780,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
866,781,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
867,782,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
868,783,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
869,784,2025-10-24,ลา,,2025-10-24 16:20:10.37856+00
871,786,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
872,761,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
873,762,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
874,763,2025-10-24,มา,,2025-10-24 16:20:10.37856+00
831,751,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
832,731,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
833,737,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
834,753,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
835,756,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
836,757,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
837,732,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
838,752,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
839,740,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
840,730,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
841,726,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
842,736,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
843,748,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
844,744,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
845,727,2025-10-24,มา,,2025-10-24 16:20:03.084679+00
971,785,2025-10-24,มา,,2025-10-27 08:45:38.705037+00
994,749,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
995,742,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
996,738,2025-10-27,ลา,,2025-10-27 09:16:24.069477+00
997,741,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
998,739,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
999,733,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1000,755,2025-10-27,ลา,,2025-10-27 09:16:24.069477+00
1001,754,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1002,743,2025-10-27,ลา,,2025-10-27 09:16:24.069477+00
1003,728,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1004,745,2025-10-27,ลา,,2025-10-27 09:16:24.069477+00
1005,747,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1006,735,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1007,729,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1008,734,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1009,746,2025-10-27,ลา,,2025-10-27 09:16:24.069477+00
1010,750,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1011,751,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1012,731,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1013,737,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1014,753,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1015,756,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1016,757,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1017,732,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1018,752,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1019,740,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1020,730,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1021,726,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1022,736,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1023,748,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1024,744,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1025,727,2025-10-27,มา,,2025-10-27 09:16:24.069477+00
1050,785,2025-10-27,มา,,2025-10-27 09:18:00.704628+00
1051,786,2025-10-27,มา,,2025-10-27 09:18:00.704628+00
1052,761,2025-10-27,มา,,2025-10-27 09:18:00.704628+00
1053,762,2025-10-27,มา,,2025-10-27 09:18:00.704628+00
1054,763,2025-10-27,มา,,2025-10-27 09:18:00.704628+00
1055,717,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
1056,718,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
1057,719,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
1058,720,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
1059,721,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
1060,715,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
1062,723,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
1063,724,2025-10-27,ขาด,,2025-10-27 09:30:00.503204+00
1064,725,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
1065,716,2025-10-27,มา,,2025-10-27 09:30:00.503204+00
977,706,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
978,707,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
979,708,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
980,709,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
981,710,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
982,711,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
983,712,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
1085,713,2025-10-27,ขาด,,2025-10-27 14:38:23.504734+00
985,714,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
986,698,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
987,699,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
988,700,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
989,701,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
990,702,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
991,703,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
992,704,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
993,705,2025-10-27,มา,,2025-10-27 09:13:01.390379+00
1113,697,2025-10-29,ลา,,2025-10-29 09:00:36.851745+00
1114,706,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1115,707,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1116,708,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1117,709,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1118,710,2025-10-29,ลา,,2025-10-29 09:00:36.851745+00
1119,711,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1120,712,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1121,713,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1122,714,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1123,698,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1124,699,2025-10-29,ลา,,2025-10-29 09:00:36.851745+00
1125,700,2025-10-29,ลา,,2025-10-29 09:00:36.851745+00
1126,701,2025-10-29,ลา,,2025-10-29 09:00:36.851745+00
1127,702,2025-10-29,ลา,,2025-10-29 09:00:36.851745+00
1128,703,2025-10-29,ลา,,2025-10-29 09:00:36.851745+00
1129,704,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1130,705,2025-10-29,มา,,2025-10-29 09:00:36.851745+00
1131,717,2025-10-29,มา,,2025-10-29 09:05:26.276945+00
1132,718,2025-10-29,ขาด,,2025-10-29 09:05:26.276945+00
1133,719,2025-10-29,ลา,,2025-10-29 09:05:26.276945+00
1134,720,2025-10-29,มา,,2025-10-29 09:05:26.276945+00
1135,721,2025-10-29,ลา,,2025-10-29 09:05:26.276945+00
1136,715,2025-10-29,ขาด,,2025-10-29 09:05:26.276945+00
1138,723,2025-10-29,ขาด,,2025-10-29 09:05:26.276945+00
1139,724,2025-10-29,ขาด,,2025-10-29 09:05:26.276945+00
1140,725,2025-10-29,ขาด,,2025-10-29 09:05:26.276945+00
1141,716,2025-10-29,ขาด,,2025-10-29 09:05:26.276945+00
1142,749,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1143,742,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1144,738,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1145,741,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1146,739,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1147,733,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1148,755,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1149,754,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1150,743,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1151,728,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1152,745,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1153,747,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1154,735,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1155,729,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1156,734,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1157,746,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1158,750,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1159,751,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1160,731,2025-10-29,ลา,,2025-10-29 09:07:11.420169+00
1161,737,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1162,753,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1163,756,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1164,757,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1165,732,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1166,752,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1167,740,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1168,730,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1169,726,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1170,736,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1171,748,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1172,744,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1173,727,2025-10-29,มา,,2025-10-29 09:07:11.420169+00
1174,758,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1175,764,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1176,765,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1177,766,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1178,767,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1179,768,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1180,769,2025-10-29,ลา,,2025-10-29 09:22:13.372777+00
1181,770,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1182,759,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1183,771,2025-10-29,ลา,,2025-10-29 09:22:13.372777+00
1184,772,2025-10-29,ขาด,,2025-10-29 09:22:13.372777+00
1185,773,2025-10-29,ขาด,,2025-10-29 09:22:13.372777+00
1186,774,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1187,775,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1188,760,2025-10-29,ขาด,,2025-10-29 09:22:13.372777+00
1189,776,2025-10-29,ขาด,,2025-10-29 09:22:13.372777+00
1190,777,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1191,778,2025-10-29,ลา,,2025-10-29 09:22:13.372777+00
1192,779,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1193,780,2025-10-29,ลา,,2025-10-29 09:22:13.372777+00
1194,781,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1195,782,2025-10-29,ลา,,2025-10-29 09:22:13.372777+00
1196,783,2025-10-29,ลา,,2025-10-29 09:22:13.372777+00
1197,784,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1198,785,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1199,786,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1200,761,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1201,762,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1202,763,2025-10-29,มา,,2025-10-29 09:22:13.372777+00
1203,697,2025-10-30,ลา,,2025-10-30 08:04:25.80252+00
1204,706,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1205,707,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1206,708,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1207,709,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1208,710,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1209,711,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1210,712,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1211,713,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1212,714,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1213,698,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1214,699,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1215,700,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1216,701,2025-10-30,ขาด,,2025-10-30 08:04:25.80252+00
1217,702,2025-10-30,ขาด,,2025-10-30 08:04:25.80252+00
1218,703,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1219,704,2025-10-30,มา,,2025-10-30 08:04:25.80252+00
1220,705,2025-10-30,ลา,,2025-10-30 08:04:25.80252+00
1832,773,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1833,774,2025-11-05,ขาด,,2025-11-05 09:14:34.289719+00
1834,775,2025-11-05,ลา,,2025-11-05 09:14:34.289719+00
1835,760,2025-11-05,ขาด,,2025-11-05 09:14:34.289719+00
1836,776,2025-11-05,ขาด,,2025-11-05 09:14:34.289719+00
1737,723,2025-11-03,ขาด,,2025-11-03 09:31:26.117717+00
1738,724,2025-11-03,ขาด,,2025-11-03 09:31:26.117717+00
1739,725,2025-11-03,ขาด,,2025-11-03 09:31:26.117717+00
1740,716,2025-11-03,มา,,2025-11-03 09:31:26.117717+00
1837,777,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1838,778,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1839,779,2025-11-05,ลา,,2025-11-05 09:14:34.289719+00
1840,780,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1841,781,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1842,782,2025-11-05,ลา,,2025-11-05 09:14:34.289719+00
1843,783,2025-11-05,ลา,,2025-11-05 09:14:34.289719+00
1844,784,2025-11-05,ขาด,,2025-11-05 09:14:34.289719+00
1845,785,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1846,786,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1847,761,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1848,762,2025-11-05,มา,,2025-11-05 09:14:34.289719+00
1849,763,2025-11-05,ขาด,,2025-11-05 09:14:34.289719+00
1221,717,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1222,718,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1223,719,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1224,720,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1225,721,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1226,715,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1228,723,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1229,724,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1230,725,2025-10-30,มา,,2025-10-30 08:05:35.342228+00
1243,749,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1244,742,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1245,738,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1246,741,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1247,739,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1248,733,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1249,755,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1250,754,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1251,743,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1252,728,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1231,716,2025-10-30,ลา,,2025-10-30 08:05:35.342228+00
1922,697,2025-11-06,ลา,,2025-11-06 09:13:44.114856+00
1923,706,2025-11-06,มา,,2025-11-06 09:13:44.114856+00
1924,707,2025-11-06,ลา,,2025-11-06 09:13:44.114856+00
1774,697,2025-11-03,ขาด,,2025-11-03 13:33:46.196795+00
1775,706,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1253,745,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1254,747,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1255,735,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1256,729,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1257,734,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1307,758,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1308,764,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1309,765,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1310,766,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1311,767,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1312,768,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1313,769,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1314,770,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1315,759,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1316,771,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1317,772,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1318,773,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1319,774,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1320,775,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1321,760,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1322,776,2025-10-30,ขาด,,2025-10-30 08:08:27.382182+00
1323,777,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1324,778,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1325,779,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1326,780,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1327,781,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1328,782,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1329,783,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1330,784,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1331,785,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1332,786,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1333,761,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1334,762,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1335,763,2025-10-30,มา,,2025-10-30 08:08:27.382182+00
1258,746,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1259,750,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1260,751,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1261,731,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1262,737,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1263,753,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1264,756,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1265,757,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1266,732,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1267,752,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1268,740,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1269,730,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1270,726,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1271,736,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1272,748,2025-10-30,มา,,2025-10-30 08:08:19.952125+00
1776,707,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1777,708,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1778,709,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1779,710,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1780,711,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1781,712,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1782,713,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1783,714,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1784,698,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1785,699,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1786,700,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
1787,701,2025-11-03,มา,,2025-11-03 13:33:46.196795+00
